Subject,number,title,crn,credits,capacity,availability,days,startTime,endTime,instructor
COMM,203,PUBLIC SPEAKING,10863,3,23,0,MWF,03:00 pm,03:50 pm,TBA
COMM,203,PUBLIC SPEAKING,16585,3,23,0,MWF,03:00 pm,03:50 pm,TBA
COMM,203,PUBLIC SPEAKING,16586,3,23,-1,MW,04:10 pm,05:25 pm,TBA
COMM,203,PUBLIC SPEAKING,10864,3,23,-2,TR,11:10 am,12:25 pm,Lucy J. Miller (P)
COMM,203,PUBLIC SPEAKING,10865,3,23,0,TR,12:45 pm,02:00 pm,Lucy J. Miller (P)
COMM,203,PUBLIC SPEAKING,10866,3,23,0,TR,03:55 pm,05:10 pm,TBA
COMM,203,PUBLIC SPEAKING,10868,3,23,0,MWF,03:00 pm,03:50 pm,TBA
COMM,203,PUBLIC SPEAKING,10869,3,23,0,TR,05:30 pm,06:45 pm,TBA
COMM,203,PUBLIC SPEAKING,10870,3,23,1,MWF,10:20 am,11:10 am,David T. Tarvin (P)
COMM,203,PUBLIC SPEAKING,10872,3,0,0,,TBA,TBA,TBA
COMM,203,PUBLIC SPEAKING,20041,3,0,0,MWF,03:00 pm,03:50 pm,TBA
COMM,203,PUBLIC SPEAKING,20226,3,0,0,TR,07:05 pm,08:20 pm,TBA
COMM,203,PUBLIC SPEAKING,20227,3,0,0,TR,05:30 pm,06:45 pm,TBA
COMM,203,PUBLIC SPEAKING,22779,3,0,0,MW,07:20 pm,08:35 pm,TBA
COMM,203,PUBLIC SPEAKING,22908,3,0,0,MW,05:45 pm,07:00 pm,TBA
COMM,203,PUBLIC SPEAKING,22913,3,0,0,TR,07:05 pm,08:20 pm,TBA
COMM,203,PUBLIC SPEAKING,22914,3,0,0,MW,05:45 pm,07:00 pm,TBA
COMM,203,PUBLIC SPEAKING,22915,3,0,0,MW,07:20 pm,08:35 pm,TBA
COMM,205,COMM FOR TECH PROFESSION,13330,3,25,0,MWF,09:10 am,10:00 am,TBA
COMM,205,COMM FOR TECH PROFESSION,13331,3,25,0,TR,08:00 am,09:15 am,TBA
COMM,205,COMM FOR TECH PROFESSION,10874,3,25,0,TR,09:35 am,10:50 am,TBA
COMM,205,COMM FOR TECH PROFESSION,10875,3,23,0,TR,09:35 am,10:50 am,TBA
COMM,205,COMM FOR TECH PROFESSION,13477,3,23,0,MWF,01:50 pm,02:40 pm,TBA
COMM,205,COMM FOR TECH PROFESSION,13712,3,23,0,TR,12:45 pm,02:00 pm,Stacy H. Aschenbeck (P)
COMM,210,HNR:GROUP COMM & DISCUSSION,28425,3,20,0,TR,02:20 pm,03:35 pm,Anna W. Wolfe (P)
COMM,210,GROUP COMM & DISCUSSION,10877,3,26,-1,MW,04:10 pm,05:25 pm,Paige B. Gloeckner (P)
COMM,210,GROUP COMM & DISCUSSION,10878,3,26,-1,TR,08:00 am,09:15 am,Marco Ehrl (P)
COMM,210,GROUP COMM & DISCUSSION,10879,3,26,-5,TR,02:20 pm,03:35 pm,Victoria E. Stiegel (P)
COMM,210,GROUP COMM & DISCUSSION,19487,3,26,-1,MWF,12:40 pm,01:30 pm,Grace Brannon (P)
COMM,215,INTERVIEW PRIN & PRACT,24686,3,25,0,MWF,08:00 am,08:50 am,TBA
COMM,215,INTERVIEW PRIN & PRACT,16589,3,25,0,MWF,09:10 am,10:00 am,Jennifer J. Freytag (P)
COMM,215,INTERVIEW PRIN & PRACT,16602,3,25,-1,MWF,11:30 am,12:20 pm,Joshua J. Street (P)
COMM,230,COMM TECHNOLOGY SKILLS,10880,3,26,2,MWF,09:10 am,10:00 am,Caitlin M. Miles (P)
COMM,230,COMM TECHNOLOGY SKILLS,10881,3,26,0,MWF,11:30 am,12:20 pm,Katharine C. Hodgdon (P)
COMM,230,COMM TECHNOLOGY SKILLS,20385,3,26,-1,MWF,12:40 pm,01:30 pm,Forrest A. Rule (P)
COMM,230,COMM TECHNOLOGY SKILLS,28427,3,30,18,MWF,01:50 pm,02:40 pm,Matthew A. Ray (P)
COMM,240,RHETORICAL CRITICISM,16571,3,25,0,MWF,11:30 am,12:20 pm,Elizabeth R. Earle (P)
COMM,240,RHETORICAL CRITICISM,16590,3,0,0,,TBA,TBA,TBA
COMM,243,HNR-ARGUMENTATION & DEBATE,22321,3,20,0,TR,11:10 am,12:25 pm,Jennifer Mercieca (P)
COMM,243,ARGUMENTATION & DEBATE,10882,3,22,0,TR,12:45 pm,02:00 pm,Carrie M. Murawski (P)
COMM,243,ARGUMENTATION & DEBATE,10883,3,24,0,MWF,01:50 pm,02:40 pm,TBA
COMM,243,ARGUMENTATION & DEBATE,10884,3,24,0,TR,08:00 am,09:15 am,Carrie M. Murawski (P)
COMM,243,ARGUMENTATION & DEBATE,10885,3,24,0,TR,08:00 am,09:15 am,Ryan S. Rigda (P)
COMM,243,ARGUMENTATION & DEBATE,19489,3,24,0,TR,09:35 am,10:50 am,Ryan S. Rigda (P)
COMM,243,ARGUMENTATION & DEBATE,28423,3,24,0,TR,12:45 pm,02:00 pm,Matthew S. May (P)
COMM,243,ARGUMENTATION & DEBATE,29058,3,0,0,MW,04:10 pm,05:25 pm,TBA
COMM,250,NEW MEDIA AND IND VOICE,13124,3,10,0,TR,03:55 pm,05:10 pm,Dale Rice (P)
COMM,285,DIRECTED STUDIES,22886,3-Jan,0,0,,TBA,TBA,Nancy Street (P)
COMM,291,RESEARCH,13125,0-3,0,-30,,TBA,TBA,Nancy Street (P)
COMM,301,RHETORIC WEST THOUGHT,13118,3,240,3,TR,09:35 am,10:50 am,Nathan A. Crick (P)
COMM,305,HNR-THEORIES OF COMM,21684,3,20,0,TR,08:00 am,09:15 am,Stacy H. Aschenbeck (P)
COMM,305,THEORIES OF COMM,10886,3,200,-2,TR,08:00 am,09:15 am,Stacy H. Aschenbeck (P)
COMM,307,MASS COMM LAW & SOCIETY,24544,3,124,74,MWF,12:40 pm,01:30 pm,Joshua Heuman (P)
COMM,308,HNR-RESEARCH METHODS IN COMM,22168,3,20,4,MW,04:10 pm,05:25 pm,Kylene J. Wesner (P)
COMM,308,RESEARCH METHODS IN COMM,10887,3,200,93,MW,04:10 pm,05:25 pm,Kylene J. Wesner (P)
COMM,308,RESEARCH METHODS IN COMM,27448,3,40,0,MWF,01:50 pm,02:40 pm,Aya Yadlin Segal (P)
COMM,315,HNR-INTERPERSONAL COMM,27450,3,20,9,TR,03:55 pm,05:10 pm,Sherry Holladay (P)
COMM,315,INTERPERSONAL COMM,13126,3,220,73,TR,03:55 pm,05:10 pm,Sherry Holladay (P)
COMM,320,ORGANIZATIONAL COMM,19492,3,145,70,MW,04:10 pm,05:25 pm,William T. Coombs (P)
COMM,321,STRATEGIC COMM CASE STUDIES,25472,3,20,2,MWF,11:30 am,12:20 pm,Kylene J. Wesner (P)
COMM,322,COMMUNICATION TACTICS,24545,3,30,8,MWF,10:20 am,11:10 am,Kylene J. Wesner (P)
COMM,323,HNR-STRATEGIC COMMUNICATION,27451,3,10,3,MWF,09:10 am,10:00 am,Charles Conrad (P)
COMM,323,STRATEGIC COMMUNICATION,21686,3,135,79,MWF,09:10 am,10:00 am,Charles Conrad (P)
COMM,324,COMM LDRSHP & CONFL MGMT,19190,3,145,50,MWF,12:40 pm,01:30 pm,David T. Tarvin (P)
COMM,325,PERSUASION,10888,3,145,0,TR,12:45 pm,02:00 pm,Traci J. Hong (P)
COMM,327,AMERICAN ORATORY,13374,3,40,28,MWF,03:00 pm,03:50 pm,David N. Munson (P)
COMM,330,TECHNOLOGY & COMMUNICATN,13707,3,30,0,TR,09:35 am,10:50 am,Cara J. Wallis (P)
COMM,330,TECHNOLOGY & COMMUNICATN,19749,3,30,0,MW,04:10 pm,05:25 pm,Patrick Burkart (P)
COMM,335,HNR-INTERCULTURAL COMMUNIC,27453,3,15,5,MW,04:10 pm,05:25 pm,David T. Tarvin (P)
COMM,335,INTERCULTURAL COMMUNIC,10889,3,60,0,MWF,10:20 am,11:10 am,Joshua J. Street (P)
COMM,335,INTERCULTURAL COMMUNIC,28424,3,100,7,MW,04:10 pm,05:25 pm,David T. Tarvin (P)
COMM,340,COMM AND POPULAR CULTURE,13708,3,145,99,TR,08:00 am,09:15 am,Leroy Dorsey (P)
COMM,340,COMM AND POPULAR CULTURE,28426,3,40,0,TR,03:55 pm,05:10 pm,Ruth Tsuria (P)
COMM,345,MEDIA INDUSTRIES,14877,3,60,20,MWF,09:10 am,10:00 am,Joshua Heuman (P)
COMM,350,THEORIES OF MEDIA COMM,10890,3,42,0,TR,11:10 am,12:25 pm,Heidi Campbell (P)
COMM,360,HNR-CULTURAL HISTORY MEDIA,22176,3,10,6,TR,03:55 pm,05:10 pm,Lucy J. Miller (P)
COMM,360,CULTURAL HISTORY MEDIA,10891,3,124,85,TR,03:55 pm,05:10 pm,Lucy J. Miller (P)
COMM,365,HNR-INTERNATIONAL COMM,17170,3,20,18,MWF,01:50 pm,02:40 pm,Johanna L. Dunaway (P)
COMM,365,INTERNATIONAL COMM,13714,3,125,83,MWF,01:50 pm,02:40 pm,Johanna L. Dunaway (P)
COMM,370,HEALTH COMMUNICATION,24687,3,60,48,TR,03:55 pm,05:10 pm,Shaohai Jiang (P)
COMM,375,HNR-MEDIA AUDIENCES,22175,3,20,19,MWF,08:00 am,08:50 am,Christopher E. Beaudoin (P)
COMM,375,MEDIA AUDIENCES,10892,3,125,100,MWF,08:00 am,08:50 am,Christopher E. Beaudoin (P)
COMM,403,MEDIA CHILDREN & ADOLESCENTS,25475,3,24,0,TR,02:20 pm,03:35 pm,Srividya Ramasubramanian (P)
COMM,407,WOMEN MIN & MASS MEDIA,21687,3,19,0,MWF,12:40 pm,01:30 pm,Johanna L. Dunaway (P)
COMM,411,REPRESENTATNS MOTHERHOOD,24696,3,19,1,TR,11:10 am,12:25 pm,Stacy H. Aschenbeck (P)
COMM,420,GENDER AND COMMUNICATION,24695,3,19,0,TR,05:30 pm,06:45 pm,Lucy J. Miller (P)
COMM,435,RHETORIC OF TV & FILM,21688,3,19,0,MWF,10:20 am,11:10 am,Joshua Heuman (P)
COMM,440,POLITICAL COMMUNICATION,17167,3,19,0,TR,03:55 pm,05:10 pm,Alan Kluver (P)
COMM,440,HNR-POLITICAL COMMUNICATION,17168,3,5,0,TR,03:55 pm,05:10 pm,Alan Kluver (P)
COMM,443,COMM AND CONFLICT,17796,3,21,-1,MW,04:10 pm,05:25 pm,TBA
COMM,446,COMM ORGANZTNS & SOCIETY,19499,3,24,0,TR,02:20 pm,03:35 pm,Sherry Holladay (P)
COMM,446,COMM ORGANZTNS & SOCIETY,25468,3,24,0,MWF,01:50 pm,02:40 pm,William T. Coombs (P)
COMM,446,HNR-COMM ORGANZTNS & SOCIETY,26004,3,20,13,MWF,12:40 pm,01:30 pm,Charles Conrad (P)
COMM,447,COMM GRP PROC & COLLAB,28871,3,24,0,TR,03:55 pm,05:10 pm,Anna W. Wolfe (P)
COMM,450,MEDIA CAMPAIGNS,19493,3,24,0,TR,09:35 am,10:50 am,Traci J. Hong (P)
COMM,450,MEDIA CAMPAIGNS,28420,3,24,0,MWF,09:10 am,10:00 am,Christopher E. Beaudoin (P)
COMM,453,COMM AND VIDEO GAMES,27457,3,21,-2,MW,05:45 pm,07:00 pm,Patrick Burkart (P)
COMM,458,GLOBAL MEDIA,21690,3,19,0,TR,03:55 pm,05:10 pm,Antonio La-Pastina (P)
COMM,458,HNR-GLOBAL MEDIA,26281,3,5,-1,TR,03:55 pm,05:10 pm,Antonio La-Pastina (P)
COMM,460,"CC&I: Dialog,Fem & Technology ",22885,3,19,0,TR,12:45 pm,02:00 pm,Cara J. Wallis (P)
COMM,470,COMM HCC: Hlth Message Design,13184,3,24,1,TR,02:20 pm,03:35 pm,TBA
COMM,470,COMM HCC: Genetics & Family,27464,3,24,3,MW,04:10 pm,05:25 pm,Emily A. Rauscher (P)
COMM,480,RELIGIOUS COMMUNICATION,26054,3,19,0,TR,08:00 am,09:15 am,Heidi Campbell (P)
COMM,480,RELIGIOUS COMMUNICATION,27465,3,19,1,MWF,10:20 am,11:10 am,Jessica M. Havens (P)
COMM,484,COMMUNICATION INTERNSHIP,16014,0-23,0,-2,,TBA,TBA,Nancy Street (P)
COMM,484,COMMUNICATION INTERNSHIP:IN-AB,16015,0-23,0,-1,,TBA,TBA,Nancy Street (P)
COMM,485,DIRECTED STUDIES,23571,3,0,-14,,TBA,TBA,James Barge (P)
COMM,485,DIRECTED STUDIES,16110,0-3,0,-27,,TBA,TBA,Nancy Street (P)
COMM,485,DIRECTED STUDIES,20650,0-3,0,0,,TBA,TBA,TBA
COMM,485,DIRECTED STUDIES: IN-ABSENTIA,26316,0-3,0,0,,TBA,TBA,TBA
COMM,491,RESEARCH,16327,0-3,0,0,,TBA,TBA,TBA
COMM,491,RESEARCH,16358,0-3,0,0,,TBA,TBA,TBA
COMM,497,HNR-INDEPENDENT HONORS,18800,0-3,0,0,,TBA,TBA,TBA
COMM,615,INTERP METHODS IN COMM,27466,3,7,-3,R,06:00 pm,09:00 pm,Antonio La-Pastina (P)
COMM,630,INTERPERSONAL COMM,24548,3,10,3,M,06:00 pm,09:00 pm,Emily A. Rauscher (P)
COMM,632,COMM AND CONFLICT,27467,3,10,6,TR,11:10 am,12:25 pm,James Barge (P)
COMM,651,PRESIDENTIAL RHETORIC,27468,3,10,4,M,06:00 pm,09:00 pm,Robert K. Goidel (P)
COMM,653,RHETORIC PUBLIC CULTURE,27470,3,7,-1,W,06:00 pm,09:00 pm,Kristan A. Poirot (P)
COMM,655,CONT THEORY OF RHETORIC,27471,3,2,0,F,12:40 pm,03:40 pm,Andrew Pilsch (P)
COMM,663,SEM TELCOM MEDIA STUDIES,13711,3,10,7,W,06:00 pm,09:00 pm,Sandra Braman (P)
COMM,669,SURVEY OF HEALTH COMM,27472,3,10,6,T,06:00 pm,09:00 pm,Richard Street (P)
COMM,681,PROFESSIONAL SEMINAR,10893,1,15,13,W,01:50 pm,02:40 pm,Kristan A. Poirot (P)
COMM,685,DIRECTED STUDIES,15942,6-Jan,0,0,,TBA,TBA,Charles Conrad (P)
COMM,685,DIRECTED STUDIES,16183,6-Jan,0,-2,,TBA,TBA,Joshua Heuman (P)
COMM,685,DIRECTED STUDIES,16207,6-Jan,0,-1,,TBA,TBA,William T. Coombs (P)
COMM,685,DIRECTED STUDIES,18644,6-Jan,0,0,,TBA,TBA,Alan Kluver (P)
COMM,685,DIRECTED STUDIES,18643,6-Jan,0,-2,,TBA,TBA,Matthew S. May (P)
COMM,685,DIRECTED STUDIES,18833,6-Jan,0,0,,TBA,TBA,Christopher E. Beaudoin (P)
COMM,685,DIRECTED STUDIES,20635,6-Jan,0,0,,TBA,TBA,Kristan A. Poirot (P)
COMM,685,DIRECTED STUDIES,22603,6-Jan,0,0,,TBA,TBA,Heidi Campbell (P)
COMM,689,SPTP:CRITICAL CULTURAL COMM,28828,3,10,3,TR,03:55 pm,05:10 pm,Matthew S. May (P)
COMM,691,RESEARCH,15054,23-Jan,0,0,,TBA,TBA,James Barge (P)
COMM,691,RESEARCH,14925,23-Jan,0,-1,,TBA,TBA,Antonio La-Pastina (P)
COMM,691,RESEARCH,15126,23-Jan,0,-1,,TBA,TBA,Richard Street (P)
COMM,691,RESEARCH,15460,23-Jan,0,0,,TBA,TBA,Joshua Heuman (P)
COMM,691,RESEARCH,15398,23-Jan,0,0,,TBA,TBA,Jennifer Mercieca (P)
COMM,691,RESEARCH,15478,23-Jan,0,-1,,TBA,TBA,Matthew S. May (P)
COMM,691,RESEARCH,15732,23-Jan,0,0,,TBA,TBA,Heidi Campbell (P)
COMM,691,RESEARCH,15817,23-Jan,0,-1,,TBA,TBA,Nathan A. Crick (P)
COMM,691,RESEARCH,15743,23-Jan,0,0,,TBA,TBA,Kristan A. Poirot (P)
COMM,691,RESEARCH,15976,23-Jan,0,0,,TBA,TBA,Jennifer Jones Barbour (P)
COMM,691,RESEARCH,16194,23-Jan,0,0,,TBA,TBA,Patrick Burkart (P)
COMM,691,RESEARCH,15997,23-Jan,0,-2,,TBA,TBA,Charles Conrad (P)
COMM,691,RESEARCH,20511,23-Jan,0,-1,,TBA,TBA,Alan Kluver (P)
COMM,691,RESEARCH,20627,23-Jan,0,0,,TBA,TBA,Joshua Barbour (P)
COMM,691,RESEARCH,20629,23-Jan,0,0,,TBA,TBA,Heidi Campbell (P)
COMM,691,RESEARCH,20774,23-Jan,0,-1,,TBA,TBA,Tasha Dubriwny (P)
COMM,691,RESEARCH: IN-ABSENTIA,15989,23-Jan,0,0,,TBA,TBA,James Barge (P)
COMM,691,RESEARCH: IN-ABSENTIA,16078,23-Jan,0,0,,TBA,TBA,Charles Conrad (P)
COMM,691,RESEARCH: IN-ABSENTIA,16164,23-Jan,0,0,,TBA,TBA,Jennifer Jones Barbour (P)
COMM,691,RESEARCH: IN-ABSENTIA,16181,23-Jan,0,0,,TBA,TBA,Tasha Dubriwny (P)
COMM,691,RESEARCH: IN-ABSENTIA,16195,23-Jan,0,0,,TBA,TBA,Antonio La-Pastina (P)
COMM,691,RESEARCH: IN-ABSENTIA,18364,23-Jan,0,-1,,TBA,TBA,Cara J. Wallis (P)
COMM,691,RESEARCH: IN-ABSENTIA,18407,23-Jan,0,0,,TBA,TBA,Joshua Barbour (P)
COMM,691,RESEARCH: IN-ABSENTIA,20548,23-Jan,0,0,,TBA,TBA,Patrick Burkart (P)
COMM,691,RESEARCH: IN-ABSENTIA,20735,23-Jan,0,0,,TBA,TBA,Jennifer Mercieca (P)
COMM,691,RESEARCH: IN-ABSENTIA,20785,23-Jan,0,0,,TBA,TBA,Srividya Ramasubramanian (P)
COSC,153,INTRO TO CONSTR INDUS,21035,3,36,14,MW,03:00 pm,03:50 pm,John Nichols (P)
COSC,153,INTRO TO CONSTR INDUS,21035,3,36,14,R,05:30 pm,06:20 pm,John Nichols (P)
COSC,175,CONSTRUCTION GRAPHICS,17552,3,20,10,MW,09:10 am,10:00 am,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,17552,3,20,10,R,05:30 pm,06:20 pm,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,17553,3,20,17,MW,01:50 pm,02:40 pm,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,17553,3,20,17,R,05:30 pm,06:20 pm,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,17554,3,20,12,MW,11:30 am,12:20 pm,Zofia K. Rybkowski (P)
COSC,175,CONSTRUCTION GRAPHICS,17554,3,20,12,R,05:30 pm,06:20 pm,Zofia K. Rybkowski (P)
COSC,175,CONSTRUCTION GRAPHICS,17555,3,20,15,MW,10:20 am,11:10 am,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,17555,3,20,15,R,05:30 pm,06:20 pm,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,17556,3,0,0,MW,12:40 pm,01:30 pm,Manish K. Dixit (P)
COSC,175,CONSTRUCTION GRAPHICS,17556,3,0,0,R,05:30 pm,06:20 pm,Manish K. Dixit (P)
COSC,175,CONSTRUCTION GRAPHICS,19778,3,20,12,MW,08:00 am,08:50 am,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,19778,3,20,12,R,05:30 pm,06:20 pm,Ronald L. Workman (P)
COSC,175,CONSTRUCTION GRAPHICS,18983,3,0,-13,MWF,09:10 am,10:00 am,Iftekharudd Choudhury (P)
COSC,175,CONSTRUCTION GRAPHICS,18983,3,0,-13,TR,08:00 am,09:15 am,Iftekharudd Choudhury (P)
COSC,175,CONSTRUCTION GRAPHICS,18983,3,0,-13,R,05:30 pm,06:20 pm,Iftekharudd Choudhury (P)
COSC,175,CONSTRUCTION GRAPHICS,26873,3,0,-7,MWF,11:30 am,12:20 pm,Jose Fernandez-Solis (P)
COSC,175,CONSTRUCTION GRAPHICS,26873,3,0,-7,TR,08:00 am,09:15 am,Jose Fernandez-Solis (P)
COSC,175,CONSTRUCTION GRAPHICS,26873,3,0,-7,R,05:30 pm,06:20 pm,Jose Fernandez-Solis (P)
COSC,175,CONSTRUCTION GRAPHICS,26874,3,0,0,MWF,03:00 pm,03:50 pm,Zofia K. Rybkowski (P)
COSC,175,CONSTRUCTION GRAPHICS,26874,3,0,0,TR,11:10 am,12:25 pm,Zofia K. Rybkowski (P)
COSC,175,CONSTRUCTION GRAPHICS,26874,3,0,0,R,05:30 pm,06:20 pm,Zofia K. Rybkowski (P)
COSC,253,CONST MATLS & METH I,17013,3,120,15,MWF,11:30 am,12:20 pm,Kimberly A. Carlson (P)
COSC,253,CONST MATLS & METH I,16552,3,0,-9,MWF,01:50 pm,02:40 pm,Kimberly A. Carlson (P)
COSC,253,CONST MATLS & METH I,16552,3,0,-9,TR,02:20 pm,03:35 pm,Kimberly A. Carlson (P)
COSC,254,CONST MATRLS & METHDS II,17014,3,180,37,MWF,12:40 pm,01:30 pm,Benjamin S. Ashburn (P)
COSC,254,CONST MATRLS & METHDS II,16562,3,0,-9,MWF,01:50 pm,02:40 pm,Benjamin S. Ashburn (P)
COSC,254,CONST MATRLS & METHDS II,16562,3,0,-9,TR,02:20 pm,03:35 pm,Benjamin S. Ashburn (P)
COSC,275,ESTIMATING I,18984,3,35,7,TR,08:00 am,08:50 am,Gary L. Boldt (P)
COSC,275,ESTIMATING I,18984,3,35,7,TR,09:35 am,10:50 am,Gary L. Boldt
COSC,275,ESTIMATING I,10894,3,35,9,TR,08:00 am,08:50 am,Gary L. Boldt (P)
COSC,275,ESTIMATING I,10894,3,35,9,TR,11:10 am,12:25 pm,Gary L. Boldt
COSC,275,ESTIMATING I,13071,3,35,20,TR,08:00 am,08:50 am,Gary L. Boldt (P)
COSC,275,ESTIMATING I,13071,3,35,20,TR,02:20 pm,03:35 pm,Gary L. Boldt
COSC,275,ESTIMATING I,26875,3,0,-21,MTWR,08:00 am,09:07 am,Benjamin S. Ashburn (P)
COSC,275,ESTIMATING I,26875,3,0,-21,MWF,09:10 am,10:50 am,Benjamin S. Ashburn
COSC,301,CONSTRUCTION SURVEYING,18985,2,30,0,M,05:45 pm,06:35 pm,Kenneth Williamson (P)
COSC,301,CONSTRUCTION SURVEYING,23596,2,30,0,M,05:45 pm,06:35 pm,Kenneth Williamson (P)
COSC,301,CONSTRUCTION SURVEYING,23597,2,30,0,M,05:45 pm,06:35 pm,Kenneth Williamson (P)
COSC,301,CONSTRUCTION SURVEYING,28895,2,30,0,M,05:45 pm,06:35 pm,Kenneth Williamson (P)
COSC,310,DESIGN AND CONSTR LEAD EDUC I,27665,1,0,-85,W,05:45 pm,07:25 pm,Larry W. Fickel (P)
COSC,321,STRUCTURAL SYSTEMS I,10895,3,85,-5,MW,04:10 pm,05:25 pm,Kunhee Choi (P)
COSC,321,STRUCTURAL SYSTEMS I,21540,3,85,-5,TR,12:45 pm,02:00 pm,Mohammed Haque (P)
COSC,325,MEP SYSTEMS IN CONST I,10896,3,85,-5,MWF,03:00 pm,03:50 pm,Iftekharudd Choudhury (P)
COSC,325,MEP SYSTEMS IN CONST I,10897,3,85,-5,MWF,12:40 pm,01:30 pm,Iftekharudd Choudhury (P)
COSC,326,MEP SYSTEMS IN CONST II,13072,3,175,3,MWF,11:30 am,12:20 pm,John A. Bryant (P)
COSC,333,PROJ MGMT FACILITY MANAGERS,27666,3,50,48,TR,02:20 pm,03:35 pm,Manish K. Dixit (P)
COSC,353,CONSTRUCTION PRJECT MGMT,10898,3,28,-2,TR,09:35 am,10:50 am,David Bilbo (P)
COSC,353,CONSTRUCTION PRJECT MGMT,10898,3,28,-2,R,07:00 pm,08:30 pm,David Bilbo (P)
COSC,353,CONSTRUCTION PRJECT MGMT,10899,3,28,-2,TR,09:35 am,10:50 am,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,10899,3,28,-2,R,07:00 pm,08:30 pm,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,10900,3,30,0,TR,11:10 am,12:25 pm,David Bilbo (P)
COSC,353,CONSTRUCTION PRJECT MGMT,10900,3,30,0,R,07:00 pm,08:30 pm,David Bilbo (P)
COSC,353,CONSTRUCTION PRJECT MGMT,13040,3,30,0,TR,12:45 pm,02:00 pm,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,13040,3,30,0,R,07:00 pm,08:30 pm,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,21036,3,28,-1,TR,02:20 pm,03:35 pm,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,21036,3,28,-1,R,07:00 pm,08:30 pm,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,21037,3,30,0,TR,03:55 pm,05:10 pm,David Bilbo (P)
COSC,353,CONSTRUCTION PRJECT MGMT,21037,3,30,0,R,07:00 pm,08:30 pm,David Bilbo (P)
COSC,353,CONSTRUCTION PRJECT MGMT,26878,3,0,0,TR,11:10 am,12:25 pm,Edelmiro Escamilla (P)
COSC,353,CONSTRUCTION PRJECT MGMT,26878,3,0,0,R,07:00 pm,08:30 pm,Edelmiro Escamilla (P)
COSC,364,CONSTRUCTION SAFETY I,13073,1,30,0,MW,10:20 am,11:10 am,Anne B. McGowan (P)
COSC,364,CONSTRUCTION SAFETY I,13074,1,28,-1,MW,11:30 am,12:20 pm,Anne B. McGowan (P)
COSC,364,CONSTRUCTION SAFETY I,13037,1,0,0,F,10:20 am,12:00 pm,Anne B. McGowan (P)
COSC,364,CONSTRUCTION SAFETY I,20027,1,30,0,MW,10:20 am,11:10 am,Anne B. McGowan (P)
COSC,364,CONSTRUCTION SAFETY I,21038,1,30,0,MW,11:30 am,12:20 pm,Anne B. McGowan (P)
COSC,364,CONSTRUCTION SAFETY I,25857,1,30,0,R,05:30 pm,07:10 pm,Jerome Huff (P)
COSC,364,CONSTRUCTION SAFETY I,26050,1,30,0,R,05:30 pm,07:10 pm,Jerome Huff (P)
COSC,375,ESTIMATING II,10901,3,34,-2,TR,08:00 am,08:50 am,Michael P. Jordan (P)
COSC,375,ESTIMATING II,10901,3,34,-2,TR,09:35 am,10:50 am,Michael P. Jordan
COSC,375,ESTIMATING II,10902,3,34,-2,TR,08:00 am,08:50 am,Michael P. Jordan (P)
COSC,375,ESTIMATING II,10902,3,34,-2,TR,11:10 am,12:25 pm,Michael P. Jordan
COSC,375,ESTIMATING II,18986,3,34,-2,TR,08:00 am,08:50 am,Michael P. Jordan (P)
COSC,375,ESTIMATING II,18986,3,34,-2,TR,02:20 pm,03:35 pm,Michael P. Jordan
COSC,375,ESTIMATING II,10903,3,36,0,TR,08:00 am,08:50 am,Michael P. Jordan (P)
COSC,375,ESTIMATING II,10903,3,36,0,TR,03:55 pm,05:10 pm,Michael P. Jordan
COSC,375,ESTIMATING II,21039,3,0,0,TR,08:00 am,08:50 am,TBA
COSC,375,ESTIMATING II,21039,3,0,0,TR,05:30 pm,06:45 pm,TBA
COSC,375,ESTIMATING II,26879,3,36,1,TR,08:00 am,08:50 am,Michael P. Jordan (P)
COSC,375,ESTIMATING II,26879,3,36,1,TR,12:45 pm,02:00 pm,Michael P. Jordan
COSC,381,PROF ETHICS IN CONST IND,10904,1,180,-12,W,05:45 pm,07:25 pm,George Eustace (P)
COSC,421,SOIL & STRUCTURAL ANYLS,14085,3,180,0,MWF,01:50 pm,02:40 pm,Mohammed Haque (P)
COSC,441,RESIDENTIAL CAPSTONE,21040,4,24,-2,TR,12:45 pm,02:00 pm,Ben F. Bigelow (P)
COSC,441,RESIDENTIAL CAPSTONE,21040,4,24,-2,T,05:30 pm,06:20 pm,Ben F. Bigelow
