Room, startTime, endTime , days, capacity
SREC 121, 11:30 am, 12:20 pm, MW,36
SREC 121, 01:50 pm, 02:40 pm, MW,36
SREC 121, 03:00 pm, 03:50 pm, MW,36
SREC 121, 09:35 am, 10:50 am, TR,36
SREC 121, 11:10 am, 12:25 pm, TR,36
SREC 121, 02:20 pm, 03:35 pm, TR,36
SREC 121, 01:30 pm, 02:50 pm, F,24
SREC 121, 03:00 pm, 04:20 pm, F,0
SREC 121, 12:45 pm, 02:00 pm, TR,0
SREC 121, 08:30 am, 10:30 am, T,21
SREC 121, 09:10 am, 11:10 am, M,21
SREC 121, 09:10 am, 11:10 am, W,21
SREC 121, 08:30 am, 10:30 am, R,21
SREC 182, 11:10 am, 12:25 pm, R,20
SREC 182, 08:30 am, 09:45 am, F,20
SREC 182, 11:30 am, 12:45 pm, F,20
SREC 182, 12:45 pm, 02:00 pm, R,20
SREC 182, 10:00 am, 11:15 am, F,20
SREC 182, 01:00 pm, 02:15 pm, F,20
SREC 182, 06:45 pm, 08:00 pm, R,22
SREC 182, 08:15 pm, 09:45 pm, R,22
PEAP 215, 08:00 am, 08:50 am, MW,32
PEAP 215, 11:30 am, 12:20 pm, MW,32
PEAP 215, 03:55 pm, 05:10 pm, TR,32
PEAP 215, 09:35 am, 10:50 am, TR,0
PEAP 215, 11:10 am, 12:25 pm, TR,0
PEAP 215, 10:20 am, 11:10 am, MW,32
PEAP 215, 12:40 pm, 01:30 pm, MW,32
PEAP 215, 01:50 pm, 02:40 pm, MW,32
MTAG MTAG, 09:10 am, 10:00 am, M,30
MTAG MTAG, 09:10 am, 10:00 am, W,30
MTAG MTAG, 10:20 am, 11:10 am, M,30
PEAP 116, 10:20 am, 11:10 am, MW,0
SREC 303, 09:10 am, 10:00 am, MW,32
SREC 303, 12:40 pm, 01:30 pm, MW,0
SREC 304, 01:50 pm, 02:40 pm, MW,0
SREC 303, 07:00 am, 07:40 am, TR,32
SREC 303, 02:20 pm, 03:35 pm, TR,0
PEAP 118, 08:00 am, 08:50 am, MW,0
PEAP 117, 12:40 pm, 01:30 pm, MW,32
PEAP 117, 11:10 am, 12:25 pm, TR,0
PEAP 117, 12:45 pm, 02:00 pm, TR,32
PEAP 120, 02:20 pm, 03:35 pm, TR,0
PEAP 118, 09:10 am, 10:00 am, MW,27
PEAP 120, 10:20 am, 11:10 am, MW,0
PEAP 120, 11:30 am, 12:20 pm, MW,32
PEAP 120, 12:40 pm, 01:30 pm, MW,32
PEAP 118, 07:00 am, 07:40 am, MW,0
PEAP 120, 08:00 am, 09:15 am, TR,32
PEAP 120, 09:35 am, 10:50 am, TR,0
PEAP 120, 11:10 am, 12:25 pm, TR,30
PEAP 120, 03:55 pm, 05:10 pm, TR,30
PEAP 118, 10:20 am, 11:10 am, MW,27
PEAP 118, 11:30 am, 12:20 pm, MW,27
PEAP 118, 12:40 pm, 01:30 pm, MW,27
PEAP 116, 02:20 pm, 03:35 pm, T,24
PEAP 116, 02:20 pm, 03:35 pm, R,24
SREC 182, 10:20 am, 11:10 am, MW,25
SREC 182, 12:40 pm, 01:30 pm, MW,0
SREC 182, 12:45 pm, 02:00 pm, TR,25
SREC 182, 08:00 am, 08:50 am, MW,0
SREC 182, 09:10 am, 10:00 am, MW,30
SREC 182, 10:20 am, 11:10 am, MW,0
SREC 182, 01:50 pm, 02:40 pm, MW,0
SREC 182, 08:00 am, 09:15 am, TR,0
SREC 182, 09:35 am, 10:50 am, R,0
SREC 182, 12:45 pm, 02:00 pm, TR,30
SREC 182, 09:35 am, 10:50 am, TR,32
SREC 182, 10:20 am, 11:10 am, MW,32
SREC 182, 11:30 am, 12:20 pm, MW,32
SREC 182, 11:10 am, 12:20 pm, TR,32
SREC 182, 02:20 pm, 03:35 pm, T,30
SREC 182, 11:30 am, 12:20 pm, MW,30
SREC 182, 09:35 am, 10:50 am, TR,0
SREC 182, 11:10 am, 12:25 pm, TR,0
WCTC 101, 10:20 am, 11:10 am, MW,24
WCTC 101, 11:30 am, 12:20 pm, MW,24
WCTC 101, 01:50 pm, 02:40 pm, MW,24
WCTC 101, 03:00 pm, 03:50 pm, MW,24
WCTC 101, 12:40 pm, 01:30 pm, MW,0
WCTC 101, 02:20 pm, 03:35 pm, TR,24
WCTC 101, 06:00 pm, 07:15 pm, M,24
WCTC 101, 09:35 am, 10:50 am, TR,24
WCTC 101, 11:10 am, 12:25 pm, TR,24
WCTC 101, 12:45 pm, 02:00 pm, TR,0
WCTC 101, 01:50 pm, 02:40 pm, MW,0
WCTC 101, 11:10 am, 12:25 pm, T,24
PEAP 211, 08:00 am, 09:15 am, T,24
SREC 304, 08:00 am, 09:15 am, TR,32
SREC 304, 09:35 am, 10:50 am, TR,30
SREC 302, 11:10 am, 12:25 pm, TR,30
PEAP 131, 09:10 am, 10:00 am, MW,30
PEAP 131, 10:20 am, 11:10 am, MW,30
PEAP 131, 11:10 am, 12:25 pm, TR,30
PEAP 131, 02:20 pm, 03:35 pm, T,30
PEAP 132, 02:20 pm, 03:35 pm, T,36
PEAP 132, 11:10 am, 12:25 pm, T,36
PEAP 132, 12:45 pm, 02:00 pm, T,36
PEAP 132, 12:45 pm, 02:00 pm, R,36
PEAP 132, 02:20 pm, 03:35 pm, R,36
PEAP 115, 09:35 am, 10:50 am, T,0
PEAP 115, 11:10 am, 12:25 pm, R,0
SREC 303, 08:00 am, 08:50 am, MW,30
PEAP 205, 08:00 am, 09:20 am, M,0
PEAP 205, 03:00 pm, 04:20 pm, M,30
PEAP 205, 08:00 am, 09:20 am, W,30
PEAP 205, 09:30 am, 10:50 am, W,30
PEAP 205, 11:10 am, 12:25 pm, T,30
PEAP 115, 09:35 am, 10:50 am, T,30
PEAP 210, 11:10 am, 12:25 pm, R,30
PEAP 205, 08:00 am, 09:15 am, R,30
PEAP 205, 03:55 pm, 05:10 pm, T,30
PEAP 205, 03:55 pm, 05:10 pm, R,30
PEAP 205, 09:35 am, 10:50 am, T,30
PEAP 205, 09:35 am, 10:50 am, R,0
PEAP 205, 09:30 am, 10:50 am, M,30
SREC 121, 02:20 pm, 04:20 pm, W,10
ADAM 111, 07:00 am, 09:00 am, MTWRF,460
PEAP 206, 09:35 am, 10:50 am, TR,16
BLOC 107, 08:00 am, 08:50 am, MW,20
AGLS 110, 11:30 am, 12:20 pm, MW,20
WCTC 101, 11:10 am, 12:25 pm, TR,20
PEAP 135, 08:00 am, 09:15 am, T,32
PEAP 135, 08:00 am, 09:15 am, R,32
PEAP 132, 09:35 am, 10:50 am, T,24
PEAP 132, 09:35 am, 10:50 am, R,24
PEAP 132, 08:00 am, 09:15 am, T,24
PEAP 132, 08:00 am, 09:15 am, R,24
PEAP 135, 12:45 pm, 02:00 pm, T,24
PEAP 135, 12:45 pm, 02:00 pm, R,24
PEAP 135, 03:00 pm, 04:15 pm, M,32
PEAP 135, 03:00 pm, 04:15 pm, W,32
RINK ICE, 12:45 pm, 02:00 pm, T,30
RINK ICE, 12:45 pm, 02:00 pm, R,30
PEAP 136, 08:00 am, 09:15 am, T,20
PEAP 136, 08:00 am, 09:15 am, R,20
PEAP 135, 02:20 pm, 03:35 pm, T,16
PEAP 135, 02:20 pm, 03:35 pm, R,16
WCTC 101, 09:35 am, 10:50 am, T,30
WCTC 101, 09:35 am, 10:50 am, R,30
PEAP 136, 12:45 pm, 02:00 pm, T,32
PEAP 136, 12:45 pm, 02:00 pm, R,32
PEAP 118, 08:00 am, 09:15 am, T,32
PEAP 118, 08:00 am, 09:15 am, R,32
PEAP 137, 12:45 pm, 02:00 pm, T,32
PEAP 137, 12:45 pm, 02:00 pm, R,32
SREC 182, 09:35 am, 10:50 am, T,32
SREC 182, 09:35 am, 10:50 am, R,32
SREC 182, 11:10 am, 12:25 pm, T,30
SREC 182, 11:10 am, 12:25 pm, R,30
SREC 182, 12:45 pm, 02:00 pm, T,30
SREC 182, 12:45 pm, 02:00 pm, R,30
PEAP 136, 11:10 am, 12:25 pm, T,32
PEAP 136, 10:45 am, 12:45 pm, R,32
PEAP 135, 09:35 am, 10:50 am, T,30
PEAP 135, 09:35 am, 10:50 am, R,30
PEAP 137, 08:00 am, 09:15 am, T,30
PEAP 137, 08:00 am, 09:15 am, R,30
PEAP 135, 11:10 am, 12:25 pm, T,30
PEAP 135, 11:10 am, 12:25 pm, R,30
PEAP 205, 12:45 pm, 02:00 pm, T,30
PEAP 205, 12:45 pm, 02:00 pm, R,30
PEAP 136, 09:35 am, 10:50 am, T,32
PEAP 136, 09:35 am, 10:50 am, R,32
PEAP 205, 08:00 am, 09:15 am, T,30
PEAP 138, 12:40 pm, 01:30 pm, M,24
PEAP 138, 12:40 pm, 01:30 pm, W,24
PEAP 136, 09:10 am, 10:00 am, M,0
PEAP 137, 01:50 pm, 02:40 pm, MW,0
WCTC, 12:45 pm, 02:00 pm, TR,0
WCTC, 11:10 am, 12:25 pm, TR,0
PEAP 136, 01:50 pm, 02:40 pm, M,30
BLOC 120, 12:45 pm, 02:00 pm, TR,20
BLOC 107, 11:10 am, 12:25 pm, TR,20
PEAP 138, 08:00 am, 08:50 am, MW,30
BLOC 306, 12:40 pm, 01:30 pm, MWF,30
BLOC 105, 09:35 am, 10:50 am, TR,30
BLOC 107, 12:45 pm, 02:00 pm, TR,30
PEAP 211, 11:30 am, 12:20 pm, MW,25
PEAP 136, 02:30 pm, 03:30 pm, T,24
PEAP 135, 10:20 am, 11:10 am, M,30
PEAP 135, 10:20 am, 11:10 am, W,30
HELD 107, 08:00 am, 09:15 am, TR,50
KYLE N178, 11:10 am, 12:25 pm, TR,50
PEAP 136, 03:00 pm, 03:50 pm, MW,30
PEAP 136, 03:00 pm, 03:50 pm, F,30
WCBA 103, 08:00 am, 09:15 am, T,30
WCBA 103, 08:00 am, 09:15 am, R,30
BLOC 110, 09:35 am, 10:50 am, TR,25
BLOC 107, 09:10 am, 10:00 am, MWF,20
BLOC 107, 11:30 am, 12:20 pm, MWF,30
BLOC 105, 08:00 am, 09:15 am, TR,20
BLOC 120, 02:20 pm, 03:35 pm, TR,25
BLOC 113, 10:20 am, 11:10 am, MWF,17
BLOC 113, 01:50 pm, 04:20 pm, M,17
BLOC 113, 01:50 pm, 04:20 pm, W,17
PETR 113, 12:45 pm, 02:00 pm, TR,17
PETR 113, 03:55 pm, 06:25 pm, T,17
PETR 113, 03:55 pm, 06:25 pm, R,17
BLOC 113, 12:00 pm, 04:00 pm, F,17
PETR 113, 10:20 am, 11:10 am, MWF,30
HECC 200, 02:20 pm, 03:35 pm, TR,75
PEAP 138, 08:00 am, 09:15 am, T,24
PEAP 138, 06:00 pm, 08:00 pm, T,24
PEAP 138, 08:00 am, 09:15 am, R,24
PETR 113, 11:30 am, 12:20 pm, MWF,35
PETR 113, 08:00 am, 09:15 am, TR,35
OM 110, 04:10 pm, 05:25 pm, MW,35
HELD 215, 11:10 am, 12:25 pm, TR,15
HELD 215, 12:45 pm, 02:00 pm, TR,15
BLOC 110, 08:00 am, 08:50 am, M,17
BLOC 342A, 08:00 am, 08:50 am, W,17
BLOC 110, 09:10 am, 10:00 am, W,17
BLOC 110, 08:00 am, 08:50 am, W,17
HELD 215, 07:45 am, 10:30 am, TR,35
BLOC 120, 11:10 am, 12:25 pm, TR,25
HELD 118, 03:00 pm, 04:30 pm, MW,16
BLOC 107, 08:00 am, 09:15 am, TR,20
BLOC 202, 09:00 am, 10:15 am, MW,15
HELD 118, 05:30 pm, 06:45 pm, TR,15
AGLS 109, 08:00 am, 08:50 am, MWF,20
HELD 220, 02:20 pm, 05:10 pm, T,15
BLOC 457, 12:45 pm, 02:00 pm, R,44
BLOC 110, 10:20 am, 11:10 am, F,10
BLOC 342A, 03:00 pm, 03:50 pm, F,50
2RPK, 01:30 pm, 02:30 pm, F,10
HELD 215, 09:30 am, 10:20 am, F,0
2RPK, 11:00 am, 01:00 pm, F,10
BLOC 306, 03:55 pm, 05:10 pm, TR,10
BLOC 342A, 12:40 pm, 01:30 pm, MWF,8
BLOC 110, 11:10 am, 12:25 pm, TR,20
BLOC 120, 08:00 am, 08:50 am, MW,0
BLOC 120, 09:10 am, 11:10 am, F,0
ARCC 105, 10:20 am, 11:10 am, F,150
ARCC 307, 10:20 am, 11:10 am, MW,15
ARCC 307, 11:11 am, 12:30 pm, MW,15
ARCA 348, 08:00 am, 08:50 am, MW,15
ARCA 348, 09:00 am, 11:30 am, MW,15
ARCA 348, 09:00 am, 09:50 am, F,15
ARCC 111, 08:00 am, 08:50 am, TR,15
ARCC 111, 08:51 am, 10:30 am, TR,15
ARCB 101, 09:10 am, 10:00 am, MWF,150
CVE 136, 10:20 am, 11:10 am, MWF,40
ARCA 348, 12:40 pm, 01:30 pm, MW,15
ARCA 348, 01:31 pm, 04:00 pm, MW,15
ARCA 348, 12:40 pm, 03:10 pm, F,15
ARCC 305, 12:40 pm, 01:30 pm, MW,25
ARCC 305, 01:31 pm, 04:00 pm, MW,25
ARCC 305, 12:40 pm, 03:10 pm, F,25
ARCC 111, 08:50 am, 10:30 am, TR,15
ARCA 323, 01:50 pm, 02:40 pm, MW,20
ARCA 323, 02:40 pm, 05:10 pm, MW,20
ARCA 323, 12:40 pm, 04:00 pm, F,20
ARCB 101, 09:10 am, 10:00 am, MWF,25
ARCA 303, 02:20 pm, 03:35 pm, TR,15
ARCA 300C, 03:55 pm, 04:45 pm, TR,25
ARCA 300C, 04:46 pm, 07:15 pm, TR,25
THOM 009C, 09:35 am, 10:25 am, T,20
COKE 206A, 04:10 pm, 05:00 pm, M,20
THOM 009C, 09:10 am, 10:00 am, W,20
EDCT 503, 08:00 am, 08:50 am, T,20
RICH 106, 04:10 pm, 05:00 pm, MW,2
MILS 214, 04:10 pm, 05:00 pm, MW,0
PSYC 337, 04:10 pm, 05:00 pm, MW,0
CVE 137, 04:10 pm, 05:00 pm, MW,0
YMCA 401, 02:20 pm, 03:10 pm, T,0
HELD 120, 11:30 am, 12:20 pm, F,0
PSYC 337, 01:50 pm, 02:40 pm, W,0
HELD 119, 09:35 am, 10:50 am, R,0
GLAS 206, 09:35 am, 10:25 am, R,0
BLOC 148, 04:10 pm, 05:25 pm, MW,30
EDCT 616, 01:50 pm, 02:40 pm, W,16
MSC 2404, 05:30 pm, 06:30 pm, R,100
WCBA 184, 01:50 pm, 02:40 pm, F,60
KLCT 121, 03:00 pm, 03:50 pm, F,60
MILS 213, 01:50 pm, 02:40 pm, F,30
ARCC 305, 03:00 pm, 03:50 pm, F,30
EDCT 569, 04:10 pm, 05:00 pm, W,30
AIEN M113, 03:55 pm, 04:45 pm, R,30
HPCT 123, 11:30 am, 12:20 pm, M,25
ALLN 2064, 06:00 pm, 06:50 pm, M,7
WCBA 106, 03:55 pm, 05:10 pm, R,25
EABA 118, 03:00 pm, 03:50 pm, T,30
EABA 118, 04:00 pm, 04:50 pm, T,30
EABA 118, 05:00 pm, 05:50 pm, T,30
EABA 118, 06:00 pm, 06:50 pm, T,0
HELD 107, 04:00 pm, 05:00 pm, W,20
HELD 109, 04:00 pm, 05:00 pm, R,20
ARCC 305, 03:55 pm, 05:10 pm, TR,30
ARCC 207, 08:00 am, 09:15 am, TR,51
ARCC 111, 05:30 pm, 06:45 pm, TR,45
ARCC 305, 12:45 pm, 02:00 pm, TR,30
ARCC 305, 02:20 pm, 03:35 pm, TR,30
ARCC 305, 05:45 pm, 07:00 pm, TR,20
LAAH 466, 02:20 pm, 03:35 pm, TR,32
LAAH 463, 06:00 pm, 09:00 pm, R,12
ARCA 323, 09:35 am, 10:50 am, TR,25
EDCT 303, 11:30 am, 12:20 pm, MWF,40
HECC 104, 11:10 am, 12:25 pm, TR,40
HECC 104, 12:45 pm, 02:00 pm, TR,40
OM 206, 12:40 pm, 01:30 pm, MWF,36
CVE 223, 12:40 pm, 01:30 pm, MWF,30
BLOC 148, 08:00 am, 08:50 am, MWF,20
EDCT 303, 08:00 am, 08:50 am, MWF,40
EDCT 303, 10:20 am, 11:10 am, MWF,40
EDCT 303, 09:10 am, 10:00 am, MWF,40
EDCT 216, 09:35 am, 10:50 am, TR,30
EDCT 225, 05:45 pm, 08:35 pm, T,30
EDCT 303, 05:45 pm, 08:35 pm, T,26
EDCT 303, 05:45 pm, 08:35 pm, R,29
EDCT 303, 12:40 pm, 03:30 pm, F,25
HELD 113, 09:10 am, 10:00 am, MWF,0
BLOC 149, 10:20 am, 11:10 am, MWF,65
HELD 105, 12:45 pm, 02:00 pm, TR,80
BLOC 166, 03:55 pm, 05:10 pm, TR,80
BLOC 149, 11:30 am, 12:20 pm, MWF,0
HELD 107, 12:45 pm, 02:00 pm, TR,90
HELD 107, 02:20 pm, 03:35 pm, TR,90
WCBA 106, 08:00 am, 09:15 am, TR,0
WCBA 106, 08:00 am, 09:15 am, MW,0
CVE 136, 09:35 am, 10:50 am, TR,20
ILSB 1105, 08:00 am, 09:15 am, TR,220
ILSB 1105, 12:45 pm, 02:00 pm, TR,220
HELD 100, 04:10 pm, 05:25 pm, MW,220
MPHY 204, 08:00 am, 08:50 am, MWF,0
HECC 200, 09:10 am, 10:00 am, MWF,0
MPHY 204, 01:50 pm, 02:40 pm, MWF,0
HELD 200, 05:45 pm, 07:00 pm, MW,220
MPHY 203, 03:55 pm, 05:10 pm, TR,0
HECC 207, 05:30 pm, 06:45 pm, TR,0
BLOC 160, 04:30 pm, 05:45 pm, M,0
ACAD 228, 06:00 pm, 07:15 pm, M,0
CVE 136, 03:00 pm, 04:15 pm, W,0
BLOC 160, 04:30 pm, 05:45 pm, W,0
EDCT 569, 02:20 pm, 03:35 pm, T,0
AIEN M113, 04:30 pm, 05:45 pm, T,0
BLOC 102, 08:15 pm, 09:05 pm, M,0
BLOC 102, 12:45 pm, 02:00 pm, T,0
GLAS 206, 09:35 am, 10:25 am, T,0
ENPH 216, 12:45 pm, 02:00 pm, R,0
BLOC 160, 03:00 pm, 04:15 pm, M,0
BLOC 117, 12:40 pm, 01:30 pm, MWF,0
HELD 105, 11:30 am, 12:20 pm, MWF,0
MPHY 203, 12:40 pm, 01:30 pm, MWF,0
HELD 200, 01:50 pm, 02:40 pm, MWF,310
HELD 200, 03:00 pm, 03:50 pm, MWF,215
MPHY 203, 11:30 am, 12:20 pm, MWF,150
RICH 114, 09:10 am, 10:00 am, MWF,25
RICH 114, 08:00 am, 08:50 am, TR,25
RICH 114, 09:10 am, 10:00 am, MWF,0
RICH 114, 08:00 am, 08:50 am, TR,0
RICH 114, 11:10 am, 12:00 pm, TR,0
RICH 114, 10:20 am, 11:10 am, MWF,0
RICH 114, 10:20 am, 11:10 am, MWF,25
RICH 114, 02:20 pm, 03:10 pm, TR,25
RICH 114, 10:20 am, 11:10 am, MWF,30
RICH 114, 03:55 pm, 04:45 pm, TR,30
RICH 114, 11:30 am, 12:20 pm, MWF,0
RICH 114, 02:20 pm, 03:10 pm, TR,0
RICH 114, 11:30 am, 12:20 pm, MWF,30
RICH 114, 05:30 pm, 06:20 pm, TR,30
BLOC 149, 09:10 am, 10:00 am, MWF,0
BLOC 149, 03:55 pm, 04:45 pm, TR,0
BLOC 160, 03:55 pm, 04:45 pm, TR,0
BLOC 161, 12:40 pm, 01:30 pm, MW,25
BLOC 161, 02:20 pm, 03:35 pm, TR,25
BLOC 148, 01:50 pm, 02:40 pm, MW,25
BLOC 148, 02:20 pm, 03:35 pm, TR,25
MPHY 109, 03:00 pm, 03:50 pm, MW,25
MPHY 109, 02:20 pm, 03:35 pm, TR,25
HELD 111, 09:10 am, 10:00 am, MWF,0
HELD 111, 11:10 am, 12:00 pm, R,0
BLOC 169, 11:30 am, 12:20 pm, MWF,0
BLOC 169, 12:45 pm, 01:35 pm, T,0
BLOC 169, 12:45 pm, 01:35 pm, R,0
BLOC 169, 02:20 pm, 03:10 pm, T,0
BLOC 169, 02:20 pm, 03:10 pm, R,0
BLOC 169, 03:55 pm, 04:45 pm, T,0
BLOC 169, 03:55 pm, 04:45 pm, R,0
CVE 134, 09:10 am, 10:00 am, M,16
CVE 134, 12:45 pm, 02:00 pm, TR,16
HELD 111, 12:45 pm, 02:00 pm, TR,16
HELD 111, 09:10 am, 10:00 am, W,16
CVE 134, 10:20 am, 11:10 am, M,16
HELD 111, 10:20 am, 11:10 am, W,16
CVE 134, 11:30 am, 12:20 pm, M,16
HELD 111, 11:30 am, 12:20 pm, W,16
CVE 134, 12:40 pm, 01:30 pm, M,16
CVE 134, 02:20 pm, 03:35 pm, TR,16
HELD 111, 02:20 pm, 03:35 pm, TR,16
HELD 111, 12:40 pm, 01:30 pm, W,16
CVE 134, 01:50 pm, 02:40 pm, M,16
HELD 111, 01:50 pm, 02:40 pm, W,16
CVE 134, 03:00 pm, 03:50 pm, M,16
HELD 111, 03:00 pm, 03:50 pm, W,16
BLOC 166, 12:40 pm, 01:30 pm, MWF,0
BLOC 166, 08:00 am, 08:50 am, T,0
BLOC 166, 08:00 am, 08:50 am, R,0
BLOC 166, 11:10 am, 12:00 pm, T,0
BLOC 166, 11:10 am, 12:00 pm, R,0
BLOC 166, 02:20 pm, 03:10 pm, T,0
BLOC 166, 02:20 pm, 03:10 pm, R,0
BLOC 166, 01:50 pm, 02:40 pm, MWF,0
BLOC 166, 03:55 pm, 04:45 pm, T,0
BLOC 166, 03:55 pm, 04:45 pm, R,0
BLOC 117, 10:20 am, 11:10 am, MWF,20
BLOC 117, 10:20 am, 11:10 am, T,20
BLOC 117, 10:20 am, 11:10 am, R,20
BLOC 117, 07:30 pm, 09:30 pm, R,20
BLOC 117, 07:30 pm, 09:30 pm, T,20
BLOC 117, 11:30 am, 12:20 pm, T,20
BLOC 117, 11:30 am, 12:20 pm, R,20
BLOC 124, 08:00 am, 08:50 am, M,40
BLOC 124, 08:00 am, 09:15 am, TR,40
BLOC 124, 08:00 am, 08:50 am, W,40
BLOC 124, 07:30 pm, 09:30 pm, R,40
BLOC 124, 07:30 pm, 09:30 pm, T,40
BLOC 124, 09:10 am, 10:00 am, M,40
BLOC 124, 09:10 am, 10:00 am, W,40
BLOC 123, 10:20 am, 11:10 am, M,20
BLOC 123, 08:00 am, 09:15 am, TR,20
BLOC 123, 10:20 am, 11:10 am, W,20
BLOC 123, 07:30 pm, 09:30 pm, R,20
BLOC 123, 07:30 pm, 09:30 pm, T,20
BLOC 169, 08:00 am, 08:50 am, MWF,0
BLOC 169, 08:00 am, 08:50 am, T,0
BLOC 169, 08:00 am, 08:50 am, R,0
BLOC 169, 07:30 pm, 09:30 pm, R,0
BLOC 169, 07:30 pm, 09:30 pm, T,0
BLOC 169, 09:35 am, 10:25 am, T,0
BLOC 169, 09:35 am, 10:25 am, R,0
BLOC 169, 11:10 am, 12:00 pm, R,0
BLOC 166, 09:35 am, 10:50 am, TR,0
BLOC 166, 09:10 am, 10:00 am, W,0
BLOC 166, 09:10 am, 10:00 am, F,0
BLOC 166, 07:30 pm, 09:30 pm, R,0
BLOC 166, 07:30 pm, 09:30 pm, T,0
BLOC 166, 11:30 am, 12:20 pm, W,0
BLOC 166, 11:30 am, 12:20 pm, F,0
BLOC 166, 12:40 pm, 01:30 pm, W,0
BLOC 166, 12:40 pm, 01:30 pm, F,0
BLOC 166, 11:10 am, 12:25 pm, TR,0
BLOC 166, 08:00 am, 08:50 am, W,0
BLOC 166, 08:00 am, 08:50 am, F,0
BLOC 166, 10:20 am, 11:10 am, W,0
BLOC 166, 10:20 am, 11:10 am, F,0
HELD 113, 11:30 am, 12:20 pm, MWF,0
HELD 113, 02:20 pm, 03:10 pm, T,0
HELD 113, 02:20 pm, 03:10 pm, R,0
HELD 113, 07:30 pm, 09:30 pm, R,0
HELD 113, 07:30 pm, 09:30 pm, T,0
HELD 113, 03:55 pm, 04:45 pm, T,0
HELD 113, 03:55 pm, 04:45 pm, R,0
HELD 113, 05:30 pm, 06:20 pm, T,0
HELD 113, 05:30 pm, 06:20 pm, R,0
BLOC 124, 03:00 pm, 03:50 pm, M,0
BLOC 124, 08:00 am, 09:15 am, TR,0
BLOC 124, 03:00 pm, 03:50 pm, W,0
BLOC 124, 07:30 pm, 09:30 pm, R,0
BLOC 124, 07:30 pm, 09:30 pm, T,0
BLOC 124, 04:10 pm, 05:00 pm, M,0
BLOC 124, 04:10 pm, 05:00 pm, W,0
BLOC 126, 05:45 pm, 06:35 pm, M,0
BLOC 126, 08:00 am, 09:15 am, TR,0
BLOC 126, 05:45 pm, 06:35 pm, W,0
BLOC 126, 07:30 pm, 09:30 pm, R,0
BLOC 126, 07:30 pm, 09:30 pm, T,0
BLOC 166, 02:20 pm, 03:35 pm, TR,0
BLOC 166, 11:30 am, 12:20 pm, MWF,0
BLOC 166, 09:35 am, 10:25 am, T,0
BLOC 166, 09:35 am, 10:25 am, R,0
BLOC 166, 09:10 am, 10:00 am, MWF,0
BLOC 166, 12:45 pm, 01:35 pm, T,0
BLOC 166, 12:45 pm, 01:35 pm, R,0
BLOC 166, 09:10 am, 10:00 am, MWF,30
BLOC 166, 03:55 pm, 04:45 pm, T,30
BLOC 166, 03:55 pm, 04:45 pm, R,30
BLOC 166, 07:30 pm, 09:30 pm, R,30
BLOC 166, 07:30 pm, 09:30 pm, T,30
BLOC 122, 08:00 am, 08:50 am, M,30
BLOC 122, 09:35 am, 10:50 am, TR,30
BLOC 122, 08:00 am, 08:50 am, W,30
BLOC 122, 07:30 pm, 09:30 pm, R,30
BLOC 122, 07:30 pm, 09:30 pm, T,30
BLOC 122, 09:10 am, 10:00 am, M,30
BLOC 122, 09:10 am, 10:00 am, W,30
BLOC 126, 10:20 am, 11:10 am, M,40
BLOC 126, 09:35 am, 10:50 am, TR,40
BLOC 126, 10:20 am, 11:10 am, W,40
BLOC 126, 07:30 pm, 09:30 pm, R,40
BLOC 126, 07:30 pm, 09:30 pm, T,40
BLOC 123, 09:10 am, 10:00 am, M,0
BLOC 123, 03:55 pm, 05:10 pm, TR,0
BLOC 123, 09:10 am, 10:00 am, W,0
BLOC 123, 07:30 pm, 09:30 pm, R,0
BLOC 123, 07:30 pm, 09:30 pm, T,0
BLOC 124, 10:20 am, 11:10 am, M,0
BLOC 124, 03:55 pm, 05:10 pm, TR,0
BLOC 124, 10:20 am, 11:10 am, W,0
BLOC 124, 11:30 am, 12:20 pm, M,0
BLOC 124, 11:30 am, 12:20 pm, W,0
BLOC 123, 11:30 am, 12:20 pm, M,20
BLOC 123, 02:20 pm, 03:35 pm, TR,20
BLOC 123, 11:30 am, 12:20 pm, W,20
BLOC 124, 12:40 pm, 01:30 pm, M,40
BLOC 124, 02:20 pm, 03:35 pm, TR,40
BLOC 124, 12:40 pm, 01:30 pm, W,40
BLOC 124, 01:50 pm, 02:40 pm, M,40
BLOC 124, 01:50 pm, 02:40 pm, W,40
BLOC 166, 08:00 am, 08:50 am, MWF,0
BLOC 166, 10:20 am, 11:10 am, MWF,0
HELD 105, 09:10 am, 10:00 am, MWF,0
HELD 105, 12:45 pm, 01:35 pm, T,0
HELD 105, 12:45 pm, 01:35 pm, R,0
HELD 105, 07:30 pm, 09:30 pm, R,0
HELD 105, 07:30 pm, 09:30 pm, T,0
HELD 105, 02:20 pm, 03:10 pm, T,0
HELD 105, 02:20 pm, 03:10 pm, R,0
HELD 105, 05:30 pm, 06:20 pm, T,0
HELD 105, 05:30 pm, 06:20 pm, R,0
HELD 113, 01:50 pm, 02:40 pm, MWF,30
HELD 113, 08:00 am, 08:50 am, T,30
HELD 113, 08:00 am, 08:50 am, R,30
HELD 113, 07:30 pm, 09:30 pm, R,30
HELD 113, 07:30 pm, 09:30 pm, T,30
HELD 113, 01:50 pm, 02:40 pm, MWF,0
HELD 113, 09:35 am, 10:20 am, R,0
HELD 113, 11:10 am, 12:00 pm, T,0
HELD 113, 11:10 am, 12:00 pm, R,0
